hero_id,name,urlslug,note_1,note_2,identity,alive,appearances,first_appearance_month,first_appearance_year
44253,Mister Lao ,\/Mister_Lao_(Earth-616),Earth-616,,secret,living,17,Feburary,2007
44265,Rambo ,\/Rambo_(Dog)_(Earth-616),Dog ,Earth-616,single,living,7,June,1991
44270,Billy Bird ,\/Billy_Bird_(Earth-616),Earth-616,,secret,living,6,November,1989
44271,Guns Gummy ,\/Guns_Gummy_(Earth-616),Earth-616,,secret,living,6,November,1989
44272,Rooster Cockburn ,\/Rooster_Cockburn_(Earth-616),Earth-616,,secret,living,6,November,1989
44275,Monica Lynne ,\/Monica_Lynne_(Earth-616),Earth-616,,public,living,36,Feburary,1970
44277,Mako ,\/Mako_(Project_Ultra-Tech)_(Earth-616),Project Ultra-Tech ,Earth-616,secret,living,10,August,1989
44285,Jim Mulligan ,\/Jim_Mulligan_(Earth-616),Earth-616,,,deceased,6,,2004
44345,Reiko ,\/Reiko_(Earth-616),Earth-616,,,living,12,September,1990
44404,Puffball Collective,\/Puffball_Collective,,,,living,6,November,1984
44414,Demitrius Collins ,\/Demitrius_Collins_(Earth-616),Earth-616,,public,living,21,July,1998
44421,Nina da Costa ,\/Nina_da_Costa_(Earth-616),Earth-616,,public,living,9,September,1983
44540,Kevin Marlow ,\/Kevin_Marlow_(Earth-616),Earth-616,,secret,living,52,October,1941
44639,Bounty ,\/Bounty_(Karidian)_(Earth-616),Karidian ,Earth-616,,living,,December,1996
44642,Estelle Hawkins ,\/Estelle_Hawkins_(Earth-616),Earth-616,,secret,living,3,March,1993
44643,Lachlan Carroll ,\/Lachlan_Carroll_(Earth-616),Earth-616,,,living,3,March,1993
44644,Willie Tamm ,\/Willie_Tamm_(Earth-616),Earth-616,,secret,living,3,March,1993
44645,Cha'sa'dra ,\/Cha%27sa%27dra_(Earth-616),Earth-616,,,living,,August,1989
44646,Avatar of Cha'sa'dra ,\/Avatar_of_Cha%27sa%27dra_(Earth-616),Earth-616,,secret,living,,,
44648,Stephan Szardos ,\/Stephan_Szardos_(Earth-616),Earth-616,,public,deceased,6,,1980
44742,Benazir Kaur ,\/Benazir_Kaur_(Earth-616),Earth-616,,,living,1,October,1994
44748,Karygmax ,\/Karygmax_(Earth-616),Earth-616,,secret,living,4,October,1985
44750,Tupac Amaru ,\/Tupac_Amaru_(Earth-616),Earth-616,,secret,living,2,January,1994
44751,Tito Bohusk ,\/Tito_Bohusk_(Earth-616),Earth-616,,public,living,11,July,2003
44825,Nguyen Ngoc Coy ,\/Nguyen_Ngoc_Coy_(Earth-616),Earth-616,,public,living,34,December,1980
44826,Prince Baran ,\/Prince_Baran_(Earth-616),Earth-616,,public,living,14,April,1989
44839,Waltham Pierce ,\/Waltham_Pierce_(Earth-616),Earth-616,,,deceased,1,,2000
44891,Rebecca Banner ,\/Rebecca_Banner_(Earth-616),Earth-616,,,living,12,January,1982
44900,Leyla ,\/Leyla_(Earth-616),Earth-616,,,living,4,June,2004
44972,Vindiktor ,\/Vindiktor_(Romanov)_(Earth-616),Romanov ,Earth-616,secret,deceased,1,,1998
44973,Lottie Eikenski ,\/Lottie_Eikenski_(Earth-616),Earth-616,,,deceased,1,,1998
45013,Bernard the Poet ,\/Bernard_the_Poet_(Earth-616),Earth-616,,single,living,11,September,1964
45031,Anthony Baskerville ,\/Anthony_Baskerville_(Earth-616),Earth-616,,,living,5,August,1965
45039,Bob Jones IV ,\/Bob_Jones_IV_(Earth-616),Earth-616,,secret,living,6,November,1990
45040,Eric Marshall ,\/Eric_Marshall_(Earth-616),Earth-616,,secret,living,4,August,2006
45041,Grindhouse ,\/Grindhouse_(Earth-616),Earth-616,,secret,living,1,October,2006
45053,Skullcrasher ,\/Skullcrasher_(Earth-616),Earth-616,,secret,living,1,April,1992
45058,Inoshiro Kondo ,\/Inoshiro_Kondo_(Earth-616),Earth-616,,,living,1,August,1989
45060,Randall Macklin ,\/Randall_Macklin_(Earth-616),Earth-616,,secret,living,1,January,1993
45103,Network Nina ,\/Network_Nina_(Earth-616),Earth-616,,secret,deceased,32,,1989
45111,Scattershot ,\/Scattershot_(Natalya)_(Earth-616),Natalya ,Earth-616,secret,living,1,June,1992
45112,Siberion ,\/Siberion_(Earth-616),Earth-616,,secret,living,1,June,1992
45113,Nikolai Vonya ,\/Nikolai_Vonya_(Earth-616),Earth-616,,,living,1,July,1992
45115,Ivan Petrovitch ,\/Ivan_Petrovitch_(Earth-616),Earth-616,,public,deceased,58,,1970
45155,Saboteur ,\/Saboteur_(Earth-616),Earth-616,,secret,deceased,3,,1998
45169,Chiron ,\/Chiron_(Inhuman)_(Earth-616),Inhuman ,Earth-616,,living,2,December,1972
45172,Roche ,\/Roche_(Earth-616),Earth-616,,public,living,8,September,1988
45178,Percival Pinkerton ,\/Percival_Pinkerton_(Earth-616),Earth-616,,public,deceased,130,,1964
45180,Jonathan Juniper ,\/Jonathan_Juniper_(Earth-616),Earth-616,,public,deceased,14,,1963
45194,Mendicus ,\/Mendicus_(Earth-616),Earth-616,,public,living,3,March,1999
45203,Factor-X ,\/Factor-X_(Earth-616),Earth-616,,,living,4,July,1978
45209,Doug Taggert ,\/Doug_Taggert_(Earth-616),Earth-616,,secret,deceased,3,,2005
45214,Droom ,\/Droom_(Earth-616),Earth-616,,public,deceased,8,,1960
45500,Bei-Ming Tian ,\/Bei-Ming_Tian_(Earth-616),Earth-616,,,living,1,January,2007
45502,Orson Randall ,\/Orson_Randall_(Earth-616),Earth-616,,secret,deceased,15,,2007
45614,Lian Goh ,\/Lian_Goh_(Earth-616),Earth-616,,secret,living,9,September,1997
45628,Talla Ron ,\/Talla_Ron_(Earth-616),Earth-616,,,living,5,August,1993
45656,Otomo ,\/Otomo_(Earth-616),Earth-616,,public,living,2,December,1999
45670,G.I. Max ,\/G.I._Max_(Earth-616),Earth-616,,secret,deceased,2,,1987
45671,Alec Dalton ,\/Alec_Dalton_(Earth-616),Earth-616,,secret,living,6,June,1993
45674,Roger Welton ,\/Roger_Welton_(Earth-616),Earth-616,,,deceased,2,,1989
45676,Ryan Laporto ,\/Ryan_Laporto_(Earth-616),Earth-616,,secret,deceased,2,,1989
45683,Deborah & Donald Ritter ,\/Deborah_%26_Donald_Ritter_(Earth-616),Earth-616,,secret,living,,November,1991
45684,Mia Lessing ,\/Mia_Lessing_(Earth-616),Earth-616,,,living,5,December,1981
45685,Kimberly Schau ,\/Kimberly_Schau_(Earth-616),Earth-616,,secret,deceased,2,,1989
45689,Winston Redditch ,\/Winston_Redditch_(Earth-616),Earth-616,,public,living,3,December,1974
45691,Victor Barlow ,\/Victor_Barlow_(Earth-616),Earth-616,,secret,deceased,2,,1989
45792,Greyval Grimson ,\/Greyval_Grimson_(Earth-616),Earth-616,,public,deceased,1,,
45795,Horskuld ,\/Horskuld_(Earth-616),Earth-616,,,deceased,1,,
45800,Sygnet ,\/Sygnet_(Earth-616),Earth-616,,secret,living,1,,
45802,Gullinbursti ,\/Gullinbursti_(Earth-616),Earth-616,,public,living,5,,
45878,Pico Halfghanaghan ,\/Pico_Halfghanaghan_(Earth-616),Earth-616,,single,living,5,June,1992
46005,Gregson Gilbert ,\/Gregson_Gilbert_(Earth-616),Earth-616,,public,living,8,Feburary,1965
46038,Clytemnestra Erwin ,\/Clytemnestra_Erwin_(Earth-616),Earth-616,,public,deceased,35,,1983
46056,Joshua Crown ,\/Joshua_Crown_(Earth-616),Earth-616,,,living,1,June,1946
46060,Daillus ,\/Daillus_(Earth-616),Earth-616,,public,deceased,1,,1987
46061,Dark Dweller ,\/Dark_Dweller_(Earth-616),Earth-616,,,living,2,April,1990
46364,Larissa ,\/Larissa_(Earth-616),Earth-616,,,deceased,1,,1994
46365,Egon ,\/Egon_(Earth-616),Earth-616,,,deceased,1,,1994
46366,Nkotha ,\/Nkotha_(Earth-616),Earth-616,,,deceased,1,,1994
46609,Heller Zemo ,\/Heller_Zemo_(Earth-616),Earth-616,,public,deceased,1,,2007
46611,Hademar Zemo ,\/Hademar_Zemo_(Earth-616),Earth-616,,public,deceased,1,,2007
46682,Helen ,\/Helen_(Earth-616),Earth-616,,public,living,13,August,1948
46703,Durok ,\/Durok_(Earth-616),Earth-616,,,deceased,5,,1971
46745,Jeff Colt ,\/Jeff_Colt_(Earth-616),Earth-616,,,living,1,March,1979
46751,Banshee ,\/Banshee_(Phantom_Rider%27s_Horse)_(Earth-616),Phantom Rider's Horse ,Earth-616,,deceased,,,1967
46753,Sara Krowler ,\/Sara_Krowler_(Earth-616),Earth-616,,,deceased,2,,1989
46754,Calumet ,\/Calumet_(Earth-616),Earth-616,,,living,1,January,1991
46756,Wandor ,\/Wandor_(Earth-616),Earth-616,,,living,1,January,1993
46759,Dafydd ap Iowerth ,\/Dafydd_ap_Iowerth_(Earth-616),Earth-616,,public,living,4,March,1989
46763,Iskelior ,\/Iskelior_(Earth-616),Earth-616,,,living,2,October,1993
46766,Jackson Norriss ,\/Jackson_Norriss_(Earth-616),Earth-616,,public,living,44,April,1970
46768,Redblade ,\/Redblade_(Earth-616),Earth-616,,,living,1,Feburary,1990
46778,Green Myrrdin ,\/Green_Myrrdin_(Earth-616),Earth-616,,,living,,January,1994
46812,Rhode ,\/Rhode_(Earth-616),Earth-616,,secret,living,1,Feburary,1952
46824,Predator X ,\/Predator_X_(Earth-616),Earth-616,,secret,living,33,March,2007
46949,Ereshkigal ,\/Ereshkigal_(Goddess)_(Earth-616),Goddess ,Earth-616,,living,2,October,1982
46983,Anubia ,\/Anubia_(Earth-616),Earth-616,,secret,living,1,November,1995
46986,Joseph Green ,\/Joseph_Green_(Earth-616),Earth-616,,public,living,45,May,2007
47073,Nyambe ,\/Nyambe_(Earth-616),Earth-616,,secret,living,,October,1980
47075,Deimos ,\/Deimos_(Earth-616),Earth-616,,,living,3,August,1991
47211,Baiame ,\/Baiame_(Earth-616),Earth-616,,,living,,October,1980
47419,Axel Asher ,\/Axel_Asher_(Earth-616),Earth-616,,secret,living,11,,
47433,Roland Treece ,\/Roland_Treece_(Earth-616),Earth-616,,,living,11,March,1988
47465,Nanabozho ,\/Nanabozho_(Earth-616),Earth-616,,,living,1,January,1991
47467,Yu-Huang ,\/Yu-Huang_(Earth-616),Earth-616,,,living,10,October,1980
47468,Shouhsing ,\/Shouhsing_(Earth-616),Earth-616,,,living,,,
47474,Thobadzistshin ,\/Thobadzistshin_(Earth-616),Earth-616,,,living,1,January,1991
47513,Wallace Jackson ,\/Wallace_Jackson_(Earth-616),Earth-616,,public,living,22,May,1985
47524,Anpu ,\/Anpu_(Earth-616),Earth-616,,public,living,6,August,1976
47525,Eurystheus ,\/Eurystheus_(Earth-616),Earth-616,,,deceased,10,,2005
47526,Haokah ,\/Haokah_(Earth-616),Earth-616,,,living,2,May,2003
47586,Salamandra ,\/Salamandra_(Earth-616),Earth-616,,secret,living,4,August,2004
47587,Nanna ,\/Nanna_(Asgardian)_(Earth-616),Asgardian ,Earth-616,secret,deceased,9,,1981
47589,Kali ,\/Kali_(Goddess)_(Earth-616),Goddess ,Earth-616,,living,2,December,1986
47713,Pele ,\/Pele_(Oceanic_Goddess)_(Earth-616),Oceanic Goddess ,Earth-616,secret,living,4,September,1998
47746,Kwaku Anansi ,\/Kwaku_Anansi_(Earth-616),Earth-616,,single,living,9,December,1988
47775,Ian Kendall ,\/Ian_Kendall_(Earth-616),Earth-616,,public,living,9,August,2003
48204,Eschu ,\/Eschu_(Earth-616),Earth-616,,,living,1,May,1990
48206,Ellegua ,\/Ellegua_(Earth-616),Earth-616,,public,living,2,May,1990
48208,Sagbata ,\/Sagbata_(Earth-616),Earth-616,,secret,living,4,May,1990
48210,Avlekete ,\/Avlekete_(Earth-616),Earth-616,,,living,1,May,1990
48212,Ezili ,\/Ezili_(Earth-616),Earth-616,,,living,1,May,1990
48214,Mawu ,\/Mawu_(Earth-616),Earth-616,,public,living,1,May,1990
48216,Ogun ,\/Ogun_(Loa)_(Earth-616),Loa ,Earth-616,,living,3,May,1990
48274,Ame-no-minaka-nushi-no-kami ,\/Ame-no-minaka-nushi-no-kami_(Earth-616),Earth-616,,secret,living,,July,2006
48276,Kaminari ,\/Kaminari_(goddess)_(Earth-616),goddess ,Earth-616,,living,2,July,2006
48277,Bishamon ,\/Bishamon_(Earth-616),Earth-616,,single,living,2,July,2006
48375,Absynthe ,\/Absynthe_(Earth-616),Earth-616,,secret,living,6,March,2007
48680,George W. Bush ,\/George_W._Bush_(Earth-616),Earth-616,,single,living,23,November,2001
49283,Hilda Zemo ,\/Hilda_Zemo_(Earth-616),Earth-616,,public,deceased,2,,1973
49568,Megara ,\/Megara_(Earth-616),Earth-616,,,deceased,4,,2005
49733,Alcmena ,\/Alcmena_(Earth-616),Earth-616,,secret,deceased,3,,1982
49745,Hyllus ,\/Hyllus_(Earth-616),Earth-616,,secret,deceased,1,,2005
49768,Hilliard Zemo ,\/Hilliard_Zemo_(Earth-616),Earth-616,,public,deceased,1,,2007
49833,A ,\/A_(Earth-616),Earth-616,,secret,living,3,Feburary,2001
49871,T ,\/T_(Earth-616),Earth-616,,secret,living,3,Feburary,2001
50077,Nedda ,\/Nedda_(Earth-616),Earth-616,,public,living,14,January,1981
50080,Detective Flint ,\/Detective_Flint_(Earth-616),Earth-616,,secret,living,21,October,1981
50082,Samuels ,\/Samuels_(Earth-616),Earth-616,,public,living,32,June,1976
50084,Bertrand Crawley ,\/Bertrand_Crawley_(Earth-616),Earth-616,,single,living,46,June,1976
50222,Wendell Volker ,\/Wendell_Volker_(Earth-616),Earth-616,,public,living,4,April,2007
50256,Ashake ,\/Ashake_(Egyptian)_(Earth-616),Egyptian ,Earth-616,secret,living,5,October,1985
50269,Charles Blackwater ,\/Charles_Blackwater_(Earth-616),Earth-616,,secret,living,4,October,1991
50610,Chao Sima ,\/Chao_Sima_(Earth-616),Earth-616,,secret,living,7,Feburary,1978
50879,Abraham Erskine ,\/Abraham_Erskine_(Earth-616),Earth-616,,secret,deceased,48,,1941
50902,Michael Duffy ,\/Michael_Duffy_(Earth-616),Earth-616,,public,deceased,82,,1941
50912,Tuk ,\/Tuk_(Earth-616),Earth-616,,public,living,6,March,1941
50992,Jeffrey Piper ,\/Jeffrey_Piper_(Earth-616),Earth-616,,public,living,4,January,1997
50994,Francis Xavier Delgado ,\/Francis_Xavier_Delgado_(Earth-616),Earth-616,,public,living,23,October,1983
51075,Bes ,\/Bes_(Earth-616),Earth-616,,single,living,5,December,1988
51083,Cernunnos ,\/Cernunnos_(Earth-616),Earth-616,,,living,,June,1993
51084,Morrigan ,\/Morrigan_(Earth-616),Earth-616,,,deceased,5,,1993
51085,Niamh Chinn Oir ,\/Niamh_Chinn_Oir_(Earth-616),Earth-616,,secret,living,14,July,1979
51109,Seth ,\/Seth_(Atlantean)_(Earth-616),Atlantean ,Earth-616,public,living,21,January,1968
51409,Oldar ,\/Oldar_(Earth-616),Earth-616,,public,living,2,April,1968
51529,Michael van Patrick ,\/Michael_van_Patrick_(Earth-616),Earth-616,,secret,deceased,15,,2007
51530,Melati Kusuma ,\/Melati_Kusuma_(Earth-616),Earth-616,,secret,living,48,May,2007
51531,Violet Lightner ,\/Violet_Lightner_(Earth-616),Earth-616,,secret,living,4,June,2007
51707,Grim Magnus ,\/Grim_Magnus_(Earth-616),Earth-616,,,living,1,,
51760,Mister Chambers ,\/Mister_Chambers_(Earth-616),Earth-616,,secret,living,17,January,1978
51769,Akihiro ,\/Akihiro_(Earth-616),Earth-616,,secret,living,189,October,2006
51873,Super-Humanoid ,\/Super-Humanoid_(Earth-616),Earth-616,,,living,8,June,1969
51979,Rufus Carter ,\/Rufus_Carter_(Earth-616),Earth-616,,,living,2,January,1981
52000,Craig Hollis ,\/Craig_Hollis_(Earth-616),Earth-616,,secret,living,32,July,1989
52047,Verminus Rex ,\/Verminus_Rex_(Earth-616),Earth-616,,,living,11,October,1997
52048,Francisco Fuentes ,\/Francisco_Fuentes_(Earth-616),Earth-616,,secret,deceased,10,,1997
52090,Mister Code ,\/Mister_Code_(Earth-616),Earth-616,,secret,deceased,3,,2003
52165,Melissa Greville ,\/Melissa_Greville_(Earth-616),Earth-616,,public,living,35,August,1976
52258,David Hilbert ,\/David_Hilbert_(Earth-616),Earth-616,,public,living,6,Feburary,1987
52264,Lotus Newmark ,\/Lotus_Newmark_(Earth-616),Earth-616,,,living,22,March,1990
52271,W'Kabi ,\/W%27Kabi_(Earth-616),Earth-616,,public,deceased,,,1969
52275,Swordsman ,\/Swordsman_(Heroes_Reborn)_(Earth-616),Heroes Reborn ,Earth-616,secret,deceased,11,,1996
52437,Laura Russell ,\/Laura_Russell_(Earth-616),Earth-616,,single,deceased,5,,1972
52447,Khan ,\/Khan_(Hydra)_(Earth-616),Hydra ,Earth-616,,living,1,November,1998
52594,Tomas Dlurga ,\/Tomas_Dlurga_(Earth-616),Earth-616,,public,living,4,December,2001
52599,Elise Bloodstone ,\/Elise_Bloodstone_(Earth-616),Earth-616,,public,deceased,4,,2001
52615,Victor Frankenstein ,\/Victor_Frankenstein_(Earth-616),Earth-616,,public,living,19,August,1969
52830,Wernher von Blitzschlag ,\/Wernher_von_Blitzschlag_(Earth-616),Earth-616,,public,living,35,May,2007
52832,Abigail Boylen ,\/Abigail_Boylen_(Earth-616),Earth-616,,public,living,40,May,2007
52880,Lucas Cross ,\/Lucas_Cross_(Earth-616),Earth-616,,,living,10,November,2006
52927,Herman Zemo ,\/Herman_Zemo_(Earth-616),Earth-616,,public,deceased,2,,2007
52931,Hobart Zemo ,\/Hobart_Zemo_(Earth-616),Earth-616,,public,deceased,1,,2007
52941,Herbert Zemo ,\/Herbert_Zemo_(Earth-616),Earth-616,,public,deceased,1,,2007
52956,Helmuth Zemo ,\/Helmuth_Zemo_(Earth-616),Earth-616,,public,deceased,1,,2007
52957,Hackett Zemo ,\/Hackett_Zemo_(Earth-616),Earth-616,,public,deceased,,,2007
52984,Alfredo Morelli ,\/Alfredo_Morelli_(Earth-616),Earth-616,,secret,living,20,November,1986
53008,Terrance Ward ,\/Terrance_Ward_(Earth-616),Earth-616,,public,living,29,May,2007
53013,Franklin Roosevelt ,\/Franklin_Roosevelt_(Earth-616),Earth-616,,single,deceased,37,,1940
53104,Brio ,\/Brio_(Earth-616),Earth-616,,,living,1,,
53105,Diableri ,\/Diableri_(Earth-616),Earth-616,,,deceased,1,,2007
53106,Antiphon ,\/Antiphon_(Earth-616),Earth-616,,,deceased,1,,2007
53113,Fade ,\/Fade_(Earth-616),Earth-616,,,living,1,,
53202,Alexi Skarab ,\/Alexi_Skarab_(Earth-616),Earth-616,,single,living,9,August,1973
53298,Cheesecake ,\/Cheesecake_(LMD)_(Earth-616),LMD ,Earth-616,secret,living,5,March,2007
53301,Barak ,\/Barak_(Earth-616),Earth-616,,secret,living,4,March,1997
53303,Bobcat ,\/Bobcat_(Earth-616),Earth-616,,secret,living,4,,
53308,Roger Brokeridge ,\/Roger_Brokeridge_(Earth-616),Earth-616,,secret,living,42,May,2007
53311,Kra ,\/Kra_(Earth-616),Earth-616,,public,living,1,,
53313,Godzilla ,\/Godzilla_(Earth-616),Earth-616,,single,deceased,33,,1977
53314,Manx ,\/Manx_(Earth-616),Earth-616,,secret,living,2,December,1993
53319,Seth Phalkon ,\/Seth_Phalkon_(Earth-616),Earth-616,,public,living,2,December,1993
53353,Visalia ,\/Visalia_(Earth-616),Earth-616,,public,living,2,May,2000
53460,Frankenstein's Monster ,\/Frankenstein%27s_Monster_(Cosmic)_(Earth-616),Cosmic ,Earth-616,secret,deceased,,,1969
53471,Roland Hamilton ,\/Roland_Hamilton_(Earth-616),Earth-616,,public,deceased,10,,1972
53473,Ace ,\/Ace_(Pilot)_(Earth-616),Pilot ,Earth-616,,living,,,
53475,Adam Able ,\/Adam_Able_(Earth-616),Earth-616,,secret,living,2,July,1962
53824,Richard Rory ,\/Richard_Rory_(Earth-616),Earth-616,,public,living,43,Feburary,1974
54511,Mari ,\/Mari_(Earth-616),Earth-616,,public,living,118,January,1979
54656,Donna Garth ,\/Donna_Garth_(Earth-616),Earth-616,,public,living,8,July,1953
54743,Jonathan Raven ,\/Jonathan_Raven_(Earth-616),Earth-616,,secret,living,3,January,2007
54858,Clifton Graves ,\/Clifton_Graves_(Earth-616),Earth-616,,single,deceased,10,,1972
54891,Taranis ,\/Taranis_(Earth-616),Earth-616,,,living,,June,1993
54892,Orlando Sinclair ,\/Orlando_Sinclair_(Earth-616),Earth-616,,secret,living,2,July,1993
54894,Cord Mather ,\/Cord_Mather_(Earth-616),Earth-616,,,deceased,4,,1993
54895,Eradikator 6 ,\/Eradikator_6_(Earth-616),Earth-616,,,living,1,October,1993
54950,Mazinger Z ,\/Mazinger_Z_(Earth-616),Earth-616,,,living,1,Feburary,1979
54953,Daimos ,\/Daimos_(Earth-616),Earth-616,,,living,,,
54977,Roger Harrington ,\/Roger_Harrington_(Earth-616),Earth-616,,,living,8,August,2001
55285,Toag ,\/Toag_(Earth-616),Earth-616,,,living,4,July,1968
55311,Korg ,\/Korg_(Earth-616),Earth-616,,single,living,67,August,1962
55314,Agent Crimson ,\/Agent_Crimson_(Earth-616),Earth-616,,secret,living,4,April,2007
55315,Electrisha ,\/Electrisha_(Earth-616),Earth-616,,,living,1,December,2005
55317,Positron ,\/Positron_(Annie)_(Earth-616),Annie ,Earth-616,secret,living,1,January,2006
55517,Jonathon White ,\/Jonathon_White_(Earth-616),Earth-616,,secret,living,1,Feburary,1999
55519,Johnathon White ,\/Johnathon_White_(Earth-616),Earth-616,,,living,,,
55527,Pitiful One ,\/Pitiful_One_(Earth-616),Earth-616,,,living,4,March,2006
55534,Stephen Strange ,\/Stephen_Strange_(Earth-616),Earth-616,,public,living,1307,July,1963
55536,Orini ,\/Orini_(Earth-616),Earth-616,,single,living,13,November,1964
55698,Dominex ,\/Dominex_(Earth-616),Earth-616,,,living,1,January,1999
55707,Lincoln Slade ,\/Lincoln_Slade_(Earth-616),Earth-616,,secret,deceased,43,,1972
55721,Tanaraq ,\/Tanaraq_(Earth-616),Earth-616,,public,living,4,June,1985
55735,Olivia Lentz ,\/Olivia_Lentz_(Earth-616),Earth-616,,,living,6,September,1995
55736,Gavel ,\/Gavel_(Earth-616),Earth-616,,secret,living,3,September,1995
55751,Hiro Sokuto ,\/Hiro_Sokuto_(Earth-616),Earth-616,,secret,living,12,October,1993
55867,Chip Martin ,\/Chip_Martin_(Earth-616),Earth-616,,secret,living,10,November,1979
55878,Raven Darkholme ,\/Raven_Darkholme_(Earth-616),Earth-616,,secret,living,371,April,1978
55962,Reggie Bitters ,\/Reggie_Bitters_(Earth-616),Earth-616,,,living,1,July,1993
55974,Germaine Caruso ,\/Germaine_Caruso_(Earth-616),Earth-616,,public,deceased,1,,2004
56034,Moy ,\/Moy_(Earth-616),Earth-616,,,living,,,
56037,Phillipe Bazin ,\/Phillipe_Bazin_(Earth-616),Earth-616,,public,living,16,March,1991
56041,Ocsh ,\/Ocsh_(Earth-616),Earth-616,,single,living,6,March,1993
56107,Daniel Madrox ,\/Daniel_Madrox_(Earth-616),Earth-616,,public,deceased,3,,1975
56108,Joan Madrox ,\/Joan_Madrox_(Earth-616),Earth-616,,secret,deceased,3,,1975
56127,Sheila DeSoto ,\/Sheila_DeSoto_(Earth-616),Earth-616,,public,deceased,4,,2004
56128,Edward Vance ,\/Edward_Vance_(Earth-616),Earth-616,,,living,3,January,2005
56164,Kull ,\/Kull_(Earth-616),Earth-616,,public,living,84,October,1970
56174,Thugra Khothan ,\/Thugra_Khothan_(Earth-616),Earth-616,,public,deceased,2,,1974
57007,Gorr ,\/Gorr_(Kronans)_(Earth-616),Kronans ,Earth-616,,living,3,August,1962
57015,Andrew Thatcher ,\/Andrew_Thatcher_(Earth-616),Earth-616,,public,deceased,7,,1963
57032,Arachne ,\/Arachne_(Demon-Fire)_(Earth-616),Demon-Fire ,Earth-616,secret,deceased,1,,1974
57045,Catherine Saint ,\/Catherine_Saint_(Earth-616),Earth-616,,,deceased,2,,1973
57047,Amanda Saint ,\/Amanda_Saint_(Earth-616),Earth-616,,single,living,6,October,1973
57048,Apocalypse ,\/Apocalypse_(Mr.Kazarian)_(Earth-616),Mr.Kazarian ,Earth-616,secret,deceased,2,,1974
57050,Sister Saint ,\/Sister_Saint_(Earth-616),Earth-616,,secret,deceased,1,,1974
57051,Duke Mannery ,\/Duke_Mannery_(Earth-616),Earth-616,,secret,deceased,2,,1974
57052,Phineas T. Coroner ,\/Phineas_T._Coroner_(Earth-616),Earth-616,,,living,2,October,1974
57076,Neri ,\/Neri_(Asgardian)_(Earth-616),Asgardian ,Earth-616,,living,2,May,1963
57079,Lawrence Zaxton ,\/Lawrence_Zaxton_(Earth-616),Earth-616,,secret,deceased,4,,1963
57136,Ero ,\/Ero_(Earth-616),Earth-616,,secret,living,17,March,2006
57141,Molto ,\/Molto_(Earth-616),Earth-616,,secret,deceased,8,,1963
57175,Carnage ,\/Carnage_(Symbiote)_(Earth-616),Symbiote ,Earth-616,public,living,61,March,1992
57193,Malcolm Colcord ,\/Malcolm_Colcord_(Earth-616),Earth-616,,secret,living,33,March,2001
57225,Cameron Palmer ,\/Cameron_Palmer_(Earth-616),Earth-616,,public,living,9,November,2003
57226,Nick Nixon ,\/Nick_Nixon_(Earth-616),Earth-616,,public,living,7,November,2003
57233,Jacques LaPoint ,\/Jacques_LaPoint_(Earth-616),Earth-616,,secret,deceased,7,,1974
57234,Slifer ,\/Slifer_(Earth-616),Earth-616,,secret,living,10,Feburary,1974
57281,Edward Marks ,\/Edward_Marks_(Earth-616),Earth-616,,public,living,7,,
57332,Solomon Prey ,\/Solomon_Prey_(Earth-616),Earth-616,,secret,living,3,September,1990
57333,Soul-Strangler ,\/Soul-Strangler_(Earth-616),Earth-616,,secret,living,3,July,1976
57335,Khairi Ngala ,\/Khairi_Ngala_(Earth-616),Earth-616,,secret,living,4,August,1993
57336,Black Axe ,\/Black_Axe_(Earth-616),Earth-616,,secret,living,9,April,1993
57395,Mesmero ,\/Mesmero_(Vincent)_(Earth-616),Vincent ,Earth-616,secret,living,56,October,1968
57488,Pascal Guacana ,\/Pascal_Guacana_(Earth-616),Earth-616,,,living,3,June,1995
57562,Sophie Cuckoo ,\/Sophie_Cuckoo_(Earth-616),Earth-616,,secret,deceased,23,,2001
57563,Irma Cuckoo ,\/Irma_Cuckoo_(Earth-616),Earth-616,,secret,living,175,November,2001
57564,Phoebe Cuckoo ,\/Phoebe_Cuckoo_(Earth-616),Earth-616,,secret,living,174,November,2001
57576,Skagg ,\/Skagg_(Earth-616),Earth-616,,,living,1,May,1964
57754,Floyd Donahue ,\/Floyd_Donahue_(Earth-616),Earth-616,,,living,2,,
57756,Katherine Waynesboro ,\/Katherine_Waynesboro_(Earth-616),Earth-616,,secret,living,25,September,1983
57766,Meru ,\/Meru_(Earth-616),Earth-616,,,living,3,March,1982
57920,J. Pennington Pennypacker ,\/J._Pennington_Pennypacker_(Earth-616),Earth-616,,,living,1,July,1992
57921,Aegir ,\/Aegir_(Earth-616),Earth-616,,single,living,2,May,1981
57922,Abraham van Helsing ,\/Abraham_van_Helsing_(Earth-616),Earth-616,,single,deceased,7,,1972
57923,Aaron the Sorcerer ,\/Aaron_the_Sorcerer_(Earth-616),Earth-616,,secret,living,1,March,1962
57924,Agent Colby ,\/Agent_Colby_(Earth-616),Earth-616,,public,living,1,July,2000
57925,Anak ,\/Anak_(Earth-616),Earth-616,,,living,13,June,1994
57928,Arrowhead ,\/Arrowhead_(Earth-616),Earth-616,,secret,living,13,April,1954
57930,Gregory Russoff ,\/Gregory_Russoff_(Earth-616),Earth-616,,public,deceased,7,,1972
57933,Billy Buckskin ,\/Billy_Buckskin_(Earth-616),Earth-616,,public,living,11,November,1955
