hero_id,name,urlslug,note_1,note_2,identity,gsm,alive,appearances,first_appearance_year,first_appearance_month
5878,Samuel Lane ,\/wiki\/Samuel_Lane_(New_Earth),New Earth,,public,,deceased,77,1987, January
5880,Elinore Lane ,\/wiki\/Elinore_Lane_(New_Earth),New Earth,,public,,living,32,1959, November
5959,Ares ,\/wiki\/Ares_(New_Earth),New Earth,,public,,living,127,1987, February
6006,Agamemno ,\/wiki\/Agamemno_(New_Earth),New Earth,,secret,,living,5,2000, July
6063,Victory ,\/wiki\/Victory_(New_Earth),New Earth,,,,living,130,1941, September
6176,Stompa ,\/wiki\/Stompa_(New_Earth),New Earth,,public,,living,46,1972, February
6292,Ding-Dong Daddy ,\/wiki\/Ding-Dong_Daddy_(New_Earth),New Earth,,secret,,living,3,1966, June
6408,Tara Markov ,\/wiki\/Tara_Markov_(Team_Titans),Team Titans,,secret,,deceased,110,1991,
6410,Audrey Spears ,\/wiki\/Audrey_Spears_(New_Earth),New Earth,,secret,,living,42,1996, October
6412,Jarras Minion ,\/wiki\/Jarras_Minion_(New_Earth),New Earth,,secret,,living,25,1994, September
6414,Gnarrk ,\/wiki\/Gnarrk_(New_Earth),New Earth,,public,,deceased,11,1971, April
6415,Fringe ,\/wiki\/Fringe_(New_Earth),New Earth,,secret,,living,21,1997, January
6417,Sargent Steel ,\/wiki\/Sargent_Steel_(New_Earth),New Earth,,public,,living,130,1964, December
6504,Iris Jacobs ,\/wiki\/Iris_Jacobs_(New_Earth),New Earth,,public,,living,18,1976, April
6545,Christopher Freeman ,\/wiki\/Christopher_Freeman_(New_Earth),New Earth,,secret,,living,25,1942, December
6557,Mister Keeper ,\/wiki\/Mister_Keeper_(New_Earth),New Earth,,secret,,living,7,1942, December
6748,Edward Bloomberg ,\/wiki\/Edward_Bloomberg_(New_Earth),New Earth,,secret,,deceased,111,1984, June
6749,Hero Cruz ,\/wiki\/Hero_Cruz_(New_Earth),New Earth,,secret,Homosexual Characters,living,21,1996, September
6752,Antithesis ,\/wiki\/Antithesis_(New_Earth),New Earth,,secret,,living,5,1978, February
6753,Loren Jupiter ,\/wiki\/Loren_Jupiter_(New_Earth),New Earth,,secret,,living,30,1970, February
6754,Angela Roth ,\/wiki\/Angela_Roth_(New_Earth),New Earth,,secret,,deceased,50,1981, January
6781,Nyssa Raatko ,\/wiki\/Nyssa_Raatko_(New_Earth),New Earth,,secret,,deceased,14,2003, August
6788,B'dg ,\/wiki\/B%27dg_(New_Earth),New Earth,,secret,,living,,2005, October
6791,Aztar ,\/wiki\/Aztar_(New_Earth),New Earth,,secret,,living,436,1940, February
6825,Dawg ,\/wiki\/Dawg_(New_Earth),New Earth,,public,,deceased,11,1991, December
6917,Antiope ,\/wiki\/Antiope_(New_Earth),New Earth,,public,,deceased,13,1987, February
6968,Hop Harrigan ,\/wiki\/Hop_Harrigan_(New_Earth),New Earth,,public,,living,68,1939, April
7041,Samuel Scudder ,\/wiki\/Samuel_Scudder_(New_Earth),New Earth,,secret,,deceased,80,1959, March
7098,Four-Eyes ,\/wiki\/Four-Eyes_(New_Earth),New Earth,,public,,deceased,11,1976, July
7099,Phillip Mason ,\/wiki\/Phillip_Mason_(New_Earth),New Earth,,public,,living,51,1959, August
7100,Louis Kiyahani ,\/wiki\/Louis_Kiyahani_(New_Earth),New Earth,,public,,living,43,1963, February
7101,Jackie Johnson ,\/wiki\/Jackie_Johnson_(New_Earth),New Earth,,public,,living,19,1961, December
7102,Harold Shapiro ,\/wiki\/Harold_Shapiro_(New_Earth),New Earth,,public,,living,40,1961, December
7103,Horace Canfield ,\/wiki\/Horace_Canfield_(New_Earth),New Earth,,public,,living,76,1961, April
7105,Worry Wart ,\/wiki\/Worry_Wart_(New_Earth),New Earth,,public,,living,7,1983, June
7106,Long Round ,\/wiki\/Long_Round_(New_Earth),New Earth,,,,living,8,1979, February
7107,Short Round ,\/wiki\/Short_Round_(New_Earth),New Earth,,public,,living,7,1979, February
7108,Farmer Boy ,\/wiki\/Farmer_Boy_(New_Earth),New Earth,,public,,living,6,1964, June
7155,Jonah Hex ,\/wiki\/Jonah_Hex_(New_Earth),New Earth,,public,,deceased,291,1972, March
7196,Bartholomew Lash ,\/wiki\/Bartholomew_Lash_(New_Earth),New Earth,,public,,living,,1968, August
7229,Emmylou Hartley ,\/wiki\/Emmylou_Hartley_(Earth-One),Earth-One,,secret,,living,8,1981, July
7230,Ohiyesa I ,\/wiki\/Ohiyesa_I_(New_Earth),New Earth,,public,,living,109,1949, September
7288,William Glenmorgan ,\/wiki\/William_Glenmorgan_(New_Earth),New Earth,,public,,deceased,199,1940, June
7388,Warren Lawford ,\/wiki\/Warren_Lawford_(New_Earth),New Earth,,secret,,living,9,1958, March
7389,Gunther Hardwicke ,\/wiki\/Gunther_Hardwicke_(New_Earth),New Earth,,secret,,living,9,1958, March
7390,Armand Lydecker ,\/wiki\/Armand_Lydecker_(New_Earth),New Earth,,,,living,9,1958, March
7403,Wade LaFarge ,\/wiki\/Wade_LaFarge_(New_Earth),New Earth,,secret,,deceased,10,1994, October
7518,Abigail Hunkel ,\/wiki\/Abigail_Hunkel_(New_Earth),New Earth,,secret,,living,79,1939, June
7521,Hooty the Owl ,\/wiki\/Hooty_the_Owl_(New_Earth),New Earth,,,,living,46,1941, April
7561,Dufus P. Ratchet ,\/wiki\/Dufus_P._Ratchet_(New_Earth),New Earth,,secret,,deceased,26,1984, October
7562,Dwayne Geyer ,\/wiki\/Dwayne_Geyer_(New_Earth),New Earth,,secret,,deceased,14,1993, September
7564,Edward Walker ,\/wiki\/Edward_Walker_(New_Earth),New Earth,,secret,,living,19,1993,
7565,Mighty Bruce ,\/wiki\/Mighty_Bruce_(New_Earth),New Earth,,public,,living,11,1989, January
7566,Laura Klein ,\/wiki\/Laura_Klein_(New_Earth),New Earth,,secret,,living,1,2000, October
7567,Duncan Pramble ,\/wiki\/Duncan_Pramble_(New_Earth),New Earth,,secret,,living,46,1960, July
7568,Joe Public ,\/wiki\/Joe_Public_(New_Earth),New Earth,,secret,,living,8,1993, June
7569,Dren Keeg ,\/wiki\/Dren_Keeg_(New_Earth),New Earth,,secret,,living,6,1990, March
7570,Benjamin Lockwood ,\/wiki\/Benjamin_Lockwood_(New_Earth),New Earth,,secret,,deceased,31,1991, October
7571,Irwin Schwab ,\/wiki\/Irwin_Schwab_(New_Earth),New Earth,,secret,,living,58,1982, December
7572,Michael Morice ,\/wiki\/Michael_Morice_(New_Earth),New Earth,,secret,,living,8,1989,
7575,Katherine Viverrida ,\/wiki\/Katherine_Viverrida_(New_Earth),New Earth,,,,living,2,1995, November
7576,Catherine Cobert ,\/wiki\/Catherine_Cobert_(New_Earth),New Earth,,,,living,68,1987, December
7577,Erewhon ,\/wiki\/Erewhon_(New_Earth),New Earth,,secret,,living,10,1993, October
7578,Gaius ,\/wiki\/Gaius_(New_Earth),New Earth,,,,living,9,1993, August
7579,Dale Gunn ,\/wiki\/Dale_Gunn_(New_Earth),New Earth,,,,living,17,1984, October
7580,Kurt Heimlich ,\/wiki\/Kurt_Heimlich_(New_Earth),New Earth,,public,,living,5,1991, August
7581,Thomas Monaghan ,\/wiki\/Thomas_Monaghan_(New_Earth),New Earth,,public,,deceased,82,1993,
7582,Richard Plante ,\/wiki\/Richard_Plante_(New_Earth),New Earth,,public,,living,14,1993,
7583,Hannibal Martin ,\/wiki\/Hannibal_Martin_(New_Earth),New Earth,,,,living,7,1993, June
7584,Siegfried Horatio Hunch III ,\/wiki\/Siegfried_Horatio_Hunch_III_(New_Earth),New Earth,,secret,,living,20,1986, January
7585,Oberon ,\/wiki\/Oberon_(New_Earth),New Earth,,public,,living,167,1971, April
7587,Mitchell Shelley ,\/wiki\/Mitchell_Shelley_(New_Earth),New Earth,,public,,living,42,1997, May
7588,Retro ,\/wiki\/Retro_(New_Earth),New Earth,,secret,,deceased,1,1998, February
7590,Seneca ,\/wiki\/Seneca_(New_Earth),New Earth,,secret,,living,8,1994, April
7592,Yazz ,\/wiki\/Yazz_(New_Earth),New Earth,,,,living,8,1995, January
7605,Myra Mason ,\/wiki\/Myra_Mason_(New_Earth),New Earth,,public,,deceased,42,1941, April
7694,Brian Savage ,\/wiki\/Brian_Savage_(New_Earth),New Earth,,public,,deceased,71,1977, April
7751,Lazarus Lane ,\/wiki\/Lazarus_Lane_(New_Earth),New Earth,,secret,,deceased,41,1970, November
7937,Thomas Oscar Morrow ,\/wiki\/Thomas_Oscar_Morrow_(New_Earth),New Earth,,public,,living,71,1964, March
7997,Travis Clevenger ,\/wiki\/Travis_Clevenger_(New_Earth),New Earth,,public,,living,12,2004, September
7998,Saffron Bell ,\/wiki\/Saffron_Bell_(New_Earth),New Earth,,public,,living,11,2004, September
8007,Edward Dawson ,\/wiki\/Edward_Dawson_(New_Earth),New Earth,,secret,,living,18,1967, July
8012,Malcolm Duncan ,\/wiki\/Malcolm_Duncan_(New_Earth),New Earth,,secret,,living,80,1970, April
8049,James Ewell Brown Stuart ,\/wiki\/James_Ewell_Brown_Stuart_(New_Earth),New Earth,,public,,deceased,212,1961, May
8050,Archibald Asher ,\/wiki\/Archibald_Asher_(New_Earth),New Earth,,public,,deceased,15,1961, May
8051,William Craig ,\/wiki\/William_Craig_(New_Earth),New Earth,,public,,living,15,1982, August
8052,Edward Craig ,\/wiki\/Edward_Craig_(New_Earth),New Earth,,public,,deceased,13,1983, March
8053,Gus Gray ,\/wiki\/Gus_Gray_(New_Earth),New Earth,,,,deceased,16,1973, April
8054,Richard Rawlins ,\/wiki\/Richard_Rawlins_(New_Earth),New Earth,,public,,living,26,1961, May
8055,Slim Kilkenny Stryker ,\/wiki\/Slim_Kilkenny_Stryker_(New_Earth),New Earth,,public,,deceased,18,1961, May
8056,Jeb Stuart ,\/wiki\/Jeb_Stuart_(New_Earth),New Earth,,public,,living,218,1961, May
8107,Dian Belmont ,\/wiki\/Dian_Belmont_(New_Earth),New Earth,,public,,deceased,113,1940, February
8116,Leslie Humphries ,\/wiki\/Leslie_Humphries_(New_Earth),New Earth,,,,deceased,19,1939, July
8132,Lawrence Belmont ,\/wiki\/Lawrence_Belmont_(New_Earth),New Earth,,public,,living,37,1940, February
8133,Roger Goldman ,\/wiki\/Roger_Goldman_(New_Earth),New Earth,,secret,,deceased,4,1993, April
8214,Delia Ryan ,\/wiki\/Delia_Ryan_(New_Earth),New Earth,,public,,living,3,1989, May
8235,Thomas Haukins ,\/wiki\/Thomas_Haukins_(New_Earth),New Earth,,secret,,deceased,181,1947, June
8260,Topo ,\/wiki\/Topo_(New_Earth),New Earth,,,,living,74,1956, October
8324,Majistra ,\/wiki\/Majistra_(New_Earth),New Earth,,public,,living,2,1983, February
8325,Calculha ,\/wiki\/Calculha_(New_Earth),New Earth,,public,,deceased,9,1986, February
8326,Ahri'ahn ,\/wiki\/Ahri%27ahn_(New_Earth),New Earth,,public,,living,,1982, March
8335,Crispus Allen ,\/wiki\/Crispus_Allen_(New_Earth),New Earth,,secret,,deceased,116,2000, March
8339,Ryan Choi ,\/wiki\/Ryan_Choi_(New_Earth),New Earth,,public,,living,45,2006, August
8352,Eochaid Bres ,\/wiki\/Eochaid_Bres_(New_Earth),New Earth,,public,,living,3,1986, February
8530,William Polk ,\/wiki\/William_Polk_(New_Earth),New Earth,,secret,,living,106,1948, February
8550,Nuada Silverhand ,\/wiki\/Nuada_Silverhand_(New_Earth),New Earth,,public,,living,14,1986, February
8560,Racer the Horse ,\/wiki\/Racer_the_Horse_(New_Earth),New Earth,,,,deceased,5,1948, February
8673,Wendy Kuttler ,\/wiki\/Wendy_Kuttler_(New_Earth),New Earth,,secret,,living,32,2006, May
8700,Al Bizarro ,\/wiki\/Al_Bizarro_(New_Earth),New Earth,,secret,,living,4,1999, July
8730,James Rook ,\/wiki\/James_Rook_(New_Earth),New Earth,,secret,,living,58,1969, May
8734,Eve Eden ,\/wiki\/Eve_Eden_(New_Earth),New Earth,,secret,,living,154,1966, September
8739,Ramulus ,\/wiki\/Ramulus_(New_Earth),New Earth,,secret,,living,7,1942, June
8807,Amazing Grace ,\/wiki\/Amazing_Grace_(New_Earth),New Earth,,secret,,living,10,1987, March
8808,Bernadeth ,\/wiki\/Bernadeth_(New_Earth),New Earth,,secret,,living,49,1972, February
8809,Lashina ,\/wiki\/Lashina_(New_Earth),New Earth,,secret,,living,77,1972, February
8810,Mad Harriet ,\/wiki\/Mad_Harriet_(New_Earth),New Earth,,secret,,deceased,50,1972, February
8812,Artemis ,\/wiki\/Artemis_(Female_Furies)_(New_Earth),Female Furies ,New Earth,secret,,living,11,1989, November
8815,Drax ,\/wiki\/Drax_(New_Earth),New Earth,,secret,,living,27,1971, March
8816,Porm ,\/wiki\/Porm_(New_Earth),New Earth,,secret,,deceased,15,1991, December
8818,Hector Hammond ,\/wiki\/Hector_Hammond_(New_Earth),New Earth,,public,,living,78,1961, April
8823,Qwsp ,\/wiki\/Qwsp_(New_Earth),New Earth,,secret,,living,16,1962, February
8856,Renee Montoya ,\/wiki\/Renee_Montoya_(New_Earth),New Earth,,secret,Homosexual Characters,living,308,1992, March
8867,Daria Hernandez ,\/wiki\/Daria_Hernandez_(New_Earth),New Earth,,public,Homosexual Characters,living,10,2003, July
8883,Katherine Kane ,\/wiki\/Katherine_Kane_(New_Earth),New Earth,,secret,Homosexual Characters,living,51,2006, June
9039,Skeets ,\/wiki\/Skeets_(New_Earth),New Earth,,public,,living,122,1986, February
9049,Helena Kosmatos ,\/wiki\/Helena_Kosmatos_(New_Earth),New Earth,,secret,,living,52,1987, March
9076,Roscoe Dillon ,\/wiki\/Roscoe_Dillon_(New_Earth),New Earth,,secret,,deceased,58,1961, August
9243,Jonathan Kellor ,\/wiki\/Jonathan_Kellor_(New_Earth),New Earth,,public,,living,6,1994, December
9244,Bocor ,\/wiki\/Bocor_(New_Earth),New Earth,,secret,,deceased,4,1994, December
9304,Invunche ,\/wiki\/Invunche_(New_Earth),New Earth,,,,living,5,1985, June
9309,Emma ,\/wiki\/Emma_(New_Earth),New Earth,,public,,deceased,11,1985, June
9311,Linton Midnite ,\/wiki\/Linton_Midnite_(New_Earth),New Earth,,public,,living,8,1988, January
9324,Alec Holland ,\/wiki\/Alec_Holland_(New_Earth),New Earth,,public,,living,46,1972, November
9352,Gary Lester ,\/wiki\/Gary_Lester_(New_Earth),New Earth,,public,,deceased,14,1988, January
9411,Mnemoth ,\/wiki\/Mnemoth_(New_Earth),New Earth,,secret,,living,2,1988, January
9552,Glorious Godfrey ,\/wiki\/Glorious_Godfrey_(New_Earth),New Earth,,secret,,living,42,1971, July
9569,Elephant Man ,\/wiki\/Elephant_Man_(New_Earth),New Earth,,secret,,living,5,2006, June
9570,Goldilocks ,\/wiki\/Goldilocks_(New_Earth),New Earth,,secret,,living,3,2006, June
9571,Laura De Mille ,\/wiki\/Laura_De_Mille_(New_Earth),New Earth,,secret,,deceased,42,1964, March
9573,General Zahl ,\/wiki\/General_Zahl_(New_Earth),New Earth,,,,deceased,9,1968, October
9598,Alex Olsen ,\/wiki\/Alex_Olsen_(New_Earth),New Earth,,secret,,living,11,1971, July
9635,Lucien ,\/wiki\/Lucien_(New_Earth),New Earth,,secret,,living,25,1975, June
9652,Platinum ,\/wiki\/Platinum_(New_Earth),New Earth,,secret,,living,164,1962, April
9653,Tin ,\/wiki\/Tin_(New_Earth),New Earth,,secret,,living,155,1962, April
9654,Gold ,\/wiki\/Gold_(New_Earth),New Earth,,secret,,living,147,1962, April
9655,Iron ,\/wiki\/Iron_(New_Earth),New Earth,,secret,,living,161,1962, April
9656,Lead ,\/wiki\/Lead_(New_Earth),New Earth,,secret,,living,161,1962, April
9846,Ronald Reagan ,\/wiki\/Ronald_Reagan_(New_Earth),New Earth,,public,,living,58,1950, June
9895,Steppenwolf ,\/wiki\/Steppenwolf_(New_Earth),New Earth,,public,,deceased,23,1972, March
9901,Pooch ,\/wiki\/Pooch_(New_Earth),New Earth,,public,,deceased,63,1959, September
9907,Gunner MacKay ,\/wiki\/Gunner_MacKay_(New_Earth),New Earth,,public,,deceased,123,1959, May
9908,Sarge Clay ,\/wiki\/Sarge_Clay_(New_Earth),New Earth,,public,,deceased,121,1959, May
10007,Diego Zhao ,\/wiki\/Diego_Zhao_(New_Earth),New Earth,,public,,living,7,2006, July
10024,Benjamin Hunter ,\/wiki\/Benjamin_Hunter_(New_Earth),New Earth,,public,,living,21,1967, April
10025,Brains ,\/wiki\/Brains_(New_Earth),New Earth,,,,living,,1967, April
10027,Phillip Hunter ,\/wiki\/Phillip_Hunter_(New_Earth),New Earth,,public,,living,8,1966, April
10030,Cracker ,\/wiki\/Cracker_(New_Earth),New Earth,,,,living,,1967, June
10031,Hard Head ,\/wiki\/Hard_Head_(New_Earth),New Earth,,,,living,,1967, April
10032,Zig-Zag ,\/wiki\/Zig-Zag_(New_Earth),New Earth,,,,living,,1967, June
10033,Nicholas Hunter ,\/wiki\/Nicholas_Hunter_(New_Earth),New Earth,,public,,living,4,1966, April
10093,Brute ,\/wiki\/Brute_(New_Earth),New Earth,,public,,living,19,1967, April
10094,Juggler ,\/wiki\/Juggler_(New_Earth),New Earth,,,,living,19,1967, April
10095,Swinger ,\/wiki\/Swinger_(New_Earth),New Earth,,,,living,19,1967, April
10096,Brute of the Dreaming ,\/wiki\/Brute_of_the_Dreaming_(New_Earth),New Earth,,secret,,living,8,1974, December
10101,Snake-Oil ,\/wiki\/Snake-Oil_(New_Earth),New Earth,,public,,living,19,1967, April
10104,Heller ,\/wiki\/Heller_(New_Earth),New Earth,,public,,living,4,1969, October
10105,Light Fingers ,\/wiki\/Light_Fingers_(New_Earth),New Earth,,,,living,18,1967, April
10139,Holly Robinson ,\/wiki\/Holly_Robinson_(New_Earth),New Earth,,secret,Homosexual Characters,living,114,1987, February
10145,Don Allen ,\/wiki\/Don_Allen_(New_Earth),New Earth,,,,deceased,20,1968, October
10146,Meloni Thawne ,\/wiki\/Meloni_Thawne_(New_Earth),New Earth,,public,,living,13,1997, March
10148,Griffin Grey ,\/wiki\/Griffin_Grey_(New_Earth),New Earth,,public,,deceased,6,2006, August
10150,Valerie Perez ,\/wiki\/Valerie_Perez_(New_Earth),New Earth,,public,,living,13,2006, August
10163,Franklin Rock ,\/wiki\/Franklin_Rock_(New_Earth),New Earth,,public,,living,492,1959, April
10202,Liza Warner ,\/wiki\/Liza_Warner_(New_Earth),New Earth,,public,,living,3,1975, July
10220,Luke Thatcher ,\/wiki\/Luke_Thatcher_(New_Earth),New Earth,,public,,deceased,4,2006, August
10221,Dawn Allen ,\/wiki\/Dawn_Allen_(New_Earth),New Earth,,,,deceased,19,1968, October
10222,Jeven Ognats ,\/wiki\/Jeven_Ognats_(Post-Zero_Hour),Post-Zero Hour,,public,,living,4,1994, October
10235,William Storm ,\/wiki\/William_Storm_(New_Earth),New Earth,,public,,deceased,90,1964, June
10248,Ona Tornsen ,\/wiki\/Ona_Tornsen_(New_Earth),New Earth,,public,,living,20,1972, February
10267,Adrianna Tomaz ,\/wiki\/Adrianna_Tomaz_(New_Earth),New Earth,,public,,deceased,38,2006, May
10335,Flying Cloud ,\/wiki\/Flying_Cloud_(New_Earth),New Earth,,public,,deceased,73,1960, December
10339,Unknown Soldier I ,\/wiki\/Unknown_Soldier_I_(New_Earth),New Earth,,secret,,deceased,136,1970, July
10358,Unknown Soldier II ,\/wiki\/Unknown_Soldier_II_(New_Earth),New Earth,,secret,,living,12,1988, December
10423,Lawrence Rock ,\/wiki\/Lawrence_Rock_(New_Earth),New Earth,,public,,living,7,1965, October
10471,Dogwelder ,\/wiki\/Dogwelder_(New_Earth),New Earth,,,,deceased,7,1997, September
10474,Bueno Excellente ,\/wiki\/Bueno_Excellente_(New_Earth),New Earth,,,,living,8,1997, September
10475,Shakes ,\/wiki\/Shakes_(New_Earth),New Earth,,secret,,deceased,6,1997, September
10481,Lawrence Jordan ,\/wiki\/Lawrence_Jordan_(New_Earth),New Earth,,secret,,deceased,100,1942, February
10484,Harold Jordan ,\/wiki\/Harold_Jordan_(New_Earth),New Earth,,secret,,deceased,48,1978, January
10488,Thomas Ludlow Hallaway ,\/wiki\/Thomas_Ludlow_Hallaway_(New_Earth),New Earth,,secret,,deceased,36,1940, May
10494,Lucas Ludlow-Dalt ,\/wiki\/Lucas_Ludlow-Dalt_(New_Earth),New Earth,,secret,,deceased,9,1998, October
10503,"Isis, Goddess of Fertility ","\/wiki\/Isis,_Goddess_of_Fertility_(New_Earth)",New Earth,,public,,living,12,2002, January
10517,Marcus Aelius ,\/wiki\/Marcus_Aelius_(New_Earth),New Earth,,public,,living,29,1994, September
10536,Angel Beatrix O'Day ,\/wiki\/Angel_Beatrix_O%27Day_(New_Earth),New Earth,,public,,living,,1968, September
10539,Sam Simeon ,\/wiki\/Sam_Simeon_(New_Earth),New Earth,,secret,,living,26,1968, September
10546,Courtney Mason ,\/wiki\/Courtney_Mason_(New_Earth),New Earth,,public,Bisexual Characters,deceased,34,1993, July
10550,Anthro ,\/wiki\/Anthro_(New_Earth),New Earth,,public,,deceased,36,1968, May
10570,Arak Red-Hand ,\/wiki\/Arak_Red-Hand_(New_Earth),New Earth,,public,,deceased,57,1981, August
10574,Arashi Ohashi ,\/wiki\/Arashi_Ohashi_(New_Earth),New Earth,,secret,,living,1,1996, December
10594,Hetepkheti Tefnakhte ,\/wiki\/Hetepkheti_Tefnakhte_(New_Earth),New Earth,,,,living,3,1975, December
10647,Arrakhat ,\/wiki\/Arrakhat_(New_Earth),New Earth,,,,living,6,2000, July
10703,Amon Tomaz ,\/wiki\/Amon_Tomaz_(New_Earth),New Earth,,secret,,living,39,2006, October
10705,Devem ,\/wiki\/Devem_(New_Earth),New Earth,,,,living,3,2006, May
10711,Aruna Shende ,\/wiki\/Aruna_Shende_(New_Earth),New Earth,,secret,,living,2,2000, August
10716,Atlan ,\/wiki\/Atlan_(New_Earth),New Earth,,public,,living,32,1990, July
10807,K. Russell Abernathy ,\/wiki\/K._Russell_Abernathy_(New_Earth),New Earth,,public,,living,11,2006, May
10905,Dru-Zod I ,\/wiki\/Dru-Zod_I_(New_Earth),New Earth,,,,deceased,2,2006, August
10952,Steven Majorski ,\/wiki\/Steven_Majorski_(New_Earth),New Earth,,,,living,10,1988, October
10967,Kala Avasti ,\/wiki\/Kala_Avasti_(New_Earth),New Earth,,,,living,7,2006, May
10969,Mercury ,\/wiki\/Mercury_(New_Earth),New Earth,,secret,,living,165,1962, April
11025,Gardner Grayle ,\/wiki\/Gardner_Grayle_(New_Earth),New Earth,,secret,,living,35,1983, May
11039,Albert Rothstein ,\/wiki\/Albert_Rothstein_(New_Earth),New Earth,,secret,,living,245,1983, September
11047,Carolyn Llewellyn ,\/wiki\/Carolyn_Llewellyn_(New_Earth),New Earth,,public,,living,3,2006, October
11051,Lowell Jeffries ,\/wiki\/Lowell_Jeffries_(New_Earth),New Earth,,,,living,2,2006, October
11054,Subjekt-17 ,\/wiki\/Subjekt-17_(New_Earth),New Earth,,,,deceased,5,2006, October
11135,Daniel Carter ,\/wiki\/Daniel_Carter_(New_Earth),New Earth,,secret,,living,15,2006, September
11164,Soranik Natu ,\/wiki\/Soranik_Natu_(New_Earth),New Earth,,public,,living,93,2005, November
11169,Isamot Kol ,\/wiki\/Isamot_Kol_(New_Earth),New Earth,,secret,,living,82,2005, November
11173,Vath Sarn ,\/wiki\/Vath_Sarn_(New_Earth),New Earth,,public,,living,67,2005, November
11186,Ragnar ,\/wiki\/Ragnar_(New_Earth),New Earth,,public,,deceased,3,2006, August
11189,Iolande ,\/wiki\/Iolande_(New_Earth),New Earth,,public,,living,48,2006, August
11217,B'Shi ,\/wiki\/B%27Shi_(New_Earth),New Earth,,secret,,deceased,,2000, August
11222,Jack T. Chance ,\/wiki\/Jack_T._Chance_(New_Earth),New Earth,,public,,deceased,16,1992, June
11225,Ke'Haan ,\/wiki\/Ke%27Haan_(New_Earth),New Earth,,public,,deceased,,1994, February
11232,Xax ,\/wiki\/Xax_(New_Earth),New Earth,,secret,,deceased,25,1961, December
11239,Kreon ,\/wiki\/Kreon_(New_Earth),New Earth,,public,,deceased,24,1992, March
11241,Laira Omoto ,\/wiki\/Laira_Omoto_(New_Earth),New Earth,,secret,,deceased,31,1993, September
11247,Tomar-Re ,\/wiki\/Tomar-Re_(New_Earth),New Earth,,secret,,deceased,75,1961, June
11249,Tomar-Tu ,\/wiki\/Tomar-Tu_(New_Earth),New Earth,,secret,,living,82,1990, October
11333,Franklin Delano Roosevelt ,\/wiki\/Franklin_Delano_Roosevelt_(New_Earth),New Earth,,public,,living,52,1936, March
11335,Helmut Streicher ,\/wiki\/Helmut_Streicher_(New_Earth),New Earth,,secret,,living,13,1977, February
11350,Steven Savage ,\/wiki\/Steven_Savage_(New_Earth),New Earth,,public,,living,11,1965, December
11356,Jason Bard ,\/wiki\/Jason_Bard_(New_Earth),New Earth,,public,,living,66,1969, October
11376,Baytor ,\/wiki\/Baytor_(New_Earth),New Earth,,public,,living,25,1994, January
11377,Beautiful Dreamer ,\/wiki\/Beautiful_Dreamer_(New_Earth),New Earth,,secret,,deceased,52,1971, March
11405,Frederick Chyre ,\/wiki\/Frederick_Chyre_(New_Earth),New Earth,,public,,living,35,2000, September
11407,Jared Morillo ,\/wiki\/Jared_Morillo_(New_Earth),New Earth,,public,,living,31,2001, April
11409,William Slout ,\/wiki\/William_Slout_(New_Earth),New Earth,,public,,living,2,2006, October
11434,Kathleen Sutton ,\/wiki\/Kathleen_Sutton_(New_Earth),New Earth,,public,,living,37,1973, July
11436,Phillip Cobb ,\/wiki\/Phillip_Cobb_(New_Earth),New Earth,,,,living,24,1957, December
11437,Traya Sutton ,\/wiki\/Traya_Sutton_(New_Earth),New Earth,,public,,living,42,1978, March
11438,Lian Harper ,\/wiki\/Lian_Harper_(New_Earth),New Earth,,public,,deceased,80,1986, June
11439,Doctor Impossible ,\/wiki\/Doctor_Impossible_(New_Earth),New Earth,,secret,,living,11,2006, October
11516,Beelzebub ,\/wiki\/Beelzebub_(New_Earth),New Earth,,,,deceased,13,1989, April
11520,Bekka ,\/wiki\/Bekka_(New_Earth),New Earth,,secret,,deceased,5,1984, March
11522,Belphegor ,\/wiki\/Belphegor_(New_Earth),New Earth,,secret,,living,5,1987, June
11528,Bibbo Bibbowski ,\/wiki\/Bibbo_Bibbowski_(New_Earth),New Earth,,public,,living,67,1987, May
11604,Robert Crane ,\/wiki\/Robert_Crane_(New_Earth),New Earth,,secret,,living,171,1942, April
11609,Andre Chavard ,\/wiki\/Andre_Chavard_(New_Earth),New Earth,,public,,living,164,1942, June
11611,Tex ,\/wiki\/Tex_(New_Earth),New Earth,,public,,living,63,1947, June
11640,Erik Storn ,\/wiki\/Erik_Storn_(New_Earth),New Earth,,secret,,deceased,26,2006, July
11644,Eliza Harmon ,\/wiki\/Eliza_Harmon_(New_Earth),New Earth,,public,,deceased,3,2006, August
11651,Hannibal Bates ,\/wiki\/Hannibal_Bates_(New_Earth),New Earth,,secret,,deceased,26,2006, July
11654,Gerome McKenna ,\/wiki\/Gerome_McKenna_(New_Earth),New Earth,,secret,,deceased,23,2006, July
11659,Jacob Colby ,\/wiki\/Jacob_Colby_(New_Earth),New Earth,,secret,,deceased,10,2006, August
11668,Devilance ,\/wiki\/Devilance_(New_Earth),New Earth,,secret,,deceased,10,1972, November
11726,Antonio Ramirez ,\/wiki\/Antonio_Ramirez_(Earth-One),Earth-One,,secret,,living,3,1981, October
11727,M'gann M'orzz ,\/wiki\/M%27gann_M%27orzz_(New_Earth),New Earth,,secret,,living,,2006, August
11730,Duela Dent ,\/wiki\/Duela_Dent_(Earth-3),Earth-3,,secret,,deceased,45,1976, August
